DEBY118@Passau/Stelzhamerstraße@vorstädtisches Gebiet@Verkehr@35@0
DEBY062@Regen/Bodenmaiser Straße@vorstädtisches Gebiet@Hintergrund@14@0
DEBY063@Regensburg/Rathaus@städtisches Gebiet@Verkehr@45@0
DEBY067@Schwandorf/Wackersdorfer Straße@städtisches Gebiet@Hintergrund@23@0
DEBY068@Schweinfurt/Obertor@städtisches Gebiet@Verkehr@27@0
DEBY072@Tiefenbach/Altenschneeberg@ländlich regional@Hintergrund@10@0
DEBY088@Trostberg/Schwimmbadstraße@vorstädtisches Gebiet@Industrie@22@0
DEBY075@Weiden i.d.OPf./Nikolaistraße@städtisches Gebiet@Verkehr@27@0
DEBY076@Würzburg/Kardinal-Faulhaber-Platz@städtisches Gebiet@Verkehr@34@0
DEBY077@Würzburg/Kopfklinik@vorstädtisches Gebiet@Hintergrund@29@0
DEBY119@Würzburg/Stadtring Süd@städtisches Gebiet@Verkehr@44@0
@Berlin@@@@
DEBE051@B Buch@vorstädtisches Gebiet@Hintergrund@15@0
DEBE056@B Friedrichshagen@ländlich stadtnah@Hintergrund@13@0
DEBE065@B Friedrichshain-Frankfurter Allee@städtisches Gebiet@Verkehr@43@0
DEBE062@B Frohnau, Funkturm (3.5 m)@ländlich stadtnah@Hintergrund@13@0
DEBE032@B Grunewald (3.5 m)@ländlich stadtnah@Hintergrund@13@0
DEBE067@B Hardenbergplatz@städtisches Gebiet@Verkehr@66@4
DEBE066@B Karlshorst-Rheingoldstr./Königswinterstr.@städtisches Gebiet@Hintergrund@21@0
DEBE069@B Mariendorf, Mariendorfer Damm@städtisches Gebiet@Verkehr@51@0
DEBE027@B Marienfelde-Schichauweg@ländlich stadtnah@Industrie@16@0
DEBE068@B Mitte, Brückenstraße@städtisches Gebiet@Hintergrund@28@0
DEBE064@B Neukölln-Karl-Marx-Str. 76@städtisches Gebiet@Verkehr@52@0
DEBE034@B Neukölln-Nansenstraße@städtisches Gebiet@Hintergrund@28@0
DEBE063@B Neukölln-Silbersteinstr.@städtisches Gebiet@Verkehr@54@1
DEBE018@B Schöneberg-Belziger Straße@städtisches Gebiet@Hintergrund@29@0
DEBE061@B Steglitz-Schildhornstr.@städtisches Gebiet@Verkehr@54@0
DEBE010@B Wedding-Amrumer Str.@städtisches Gebiet@Hintergrund@30@0
@Brandenburg@@@@
DEBB068@Bernau, Lohmühlenstr.@städtisches Gebiet@Verkehr@29@0
DEBB055@Brandenburg a.d. Havel@vorstädtisches Gebiet@Hintergrund@15@0
DEBB064@Cottbus@städtisches Gebiet@Hintergrund@17@0
DEBB087@Cottbus, W.-Külz-Str.@städtisches Gebiet@Verkehr@33@0
DEBB060@Eberswalde Breite Straße@städtisches Gebiet@Verkehr@26@0
DEBB032@Eisenhüttenstadt@vorstädtisches Gebiet@Industrie@14@0
DEBB007@Elsterwerda@vorstädtisches Gebiet@Hintergrund@15@0
DEBB042@Frankfurt (Oder)@vorstädtisches Gebiet@Hintergrund@14@0
DEBB045@Frankfurt (Oder), Leipziger Str.@städtisches Gebiet@Verkehr@37@0
DEBB053@Hasenholz@ländlich regional@Hintergrund@8,6@0
DEBB082@Königs Wusterhausen@vorstädtisches Gebiet@Hintergrund@19@0
DEBB065@Lütte (Belzig)@ländlich regional@Hintergrund@8,9@0
DEBB067@Nauen@vorstädtisches Gebiet@Hintergrund@15@0
DEBB048@Neuruppin@vorstädtisches Gebiet@Hintergrund@14@0
DEBB054@Potsdam Zeppelinstr.@städtisches Gebiet@Verkehr@45@0
DEBB075@Potsdam, Groß Glienicke@ländlich stadtnah@Hintergrund@15@0
DEBB073@Potsdam, Großbeerenstr.@städtisches Gebiet@Verkehr@47@0
DEBB021@Potsdam-Zentrum@städtisches Gebiet@Hintergrund@21@0
DEBB029@Schwedt (Oder)@vorstädtisches Gebiet@Industrie@12@0
DEBB066@Spreewald@ländlich regional@Hintergrund@8,8@0
DEBB083@Spremberg@vorstädtisches Gebiet@Hintergrund@12@0
DEBB085@Spremberg, Trattendorf@vorstädtisches Gebiet@Industrie@13@0
DEBB063@Wittenberge@vorstädtisches Gebiet@Hintergrund@10@0
@Bremen@@@@
DEHB006@Bremen Verkehr 1@städtisches Gebiet@Verkehr@45@0
DEHB013@Bremen-Hasenbüren@ländlich regional@Industrie@17@0
DEHB004@Bremen-Nord@städtisches Gebiet@Hintergrund@22@0
DEHB012@Bremen-Oslebshausen@städtisches Gebiet@Hintergrund@22@0
DEHB002@Bremen-Ost@städtisches Gebiet@Hintergrund@24@0
DEHB005@Bremerhaven@städtisches Gebiet@Hintergrund@23@0
DEHB011@Cherbourger Straße@städtisches Gebiet@Verkehr@46@0
@Hamburg@@@@
DEHH016@Hamburg Billbrook@städtisches Gebiet@Industrie@25@0
DEHH074@Hamburg Billstedt@städtisches Gebiet@Hintergrund@33@0
DEHH049@Hamburg Blankenese-Baursberg@vorstädtisches Gebiet@Hintergrund@17@0
DEHH047@Hamburg Bramfeld@vorstädtisches Gebiet@Hintergrund@17@0
DEHH073@Hamburg Finkenwerder Airbus@ländlich stadtnah@Industrie@19@0
DEHH072@Hamburg Finkenwerder West@städtisches Gebiet@Industrie@20@0
DEHH033@Hamburg Flughafen Nord@städtisches Gebiet@Hintergrund@23@0
DEHH068@Hamburg Habichtstraße@städtisches Gebiet@Verkehr@61@10
DEHH064@Hamburg Kieler Straße@städtisches Gebiet@Verkehr@51@2
DEHH070@Hamburg Max-Brauer-Allee II (Straße)@städtisches Gebiet@Verkehr@67@4
DEHH050@Hamburg Neugraben@vorstädtisches Gebiet@Hintergrund@15@0
DEHH008@Hamburg Sternschanze@städtisches Gebiet@Hintergrund@30@0
DEHH026@Hamburg Stresemannstraße@städtisches Gebiet@Verkehr@61@5
DEHH021@Hamburg Tatenberg@vorstädtisches Gebiet@Hintergrund@16@0
DEHH015@Hamburg Veddel@städtisches Gebiet@Industrie@36@0
DEHH059@Hamburg Wilhelmsburg@städtisches Gebiet@Hintergrund@28@0
@Hessen@@@@
DEHE046@Bad Arolsen@ländliches Gebiet@Hintergrund@10@0
DEHE032@Bebra@städtisches Gebiet@Hintergrund@18@0
DEHE039@Burg Herzberg (Grebenau)@ländliches Gebiet@Hintergrund@10@0
DEHE001@Darmstadt@städtisches Gebiet@Hintergrund@26@0
DEHE040@Darmstadt-Hügelstraße@städtisches Gebiet@Verkehr@63@44
DEHE041@Frankfurt-Friedb.Ldstr.@städtisches Gebiet@Verkehr@57@8
DEHE005@Frankfurt-Höchst@städtisches Gebiet@Verkehr@48@0
DEHE008@Frankfurt-Ost@städtisches Gebiet@Hintergrund@34@0
DEHE009@Frankfurt-Sindlingen@städtisches Gebiet@Hintergrund@33@0
DEHE058@Fulda-Mitte@städtisches Gebiet@Hintergrund@28@0
DEHE059@Fulda-Petersberger Str.@städtisches Gebiet@Verkehr@45@0
DEHE028@Fürth/Odenwald@ländliches Gebiet@Hintergrund@10@0
DEHE061@Gießen-Westanlage@städtisches Gebiet@Verkehr@45@0
DEHE011@Hanau@städtisches Gebiet@Verkehr@37@0
DEHE063@Heppenheim-Lehrstraße@städtisches Gebiet@Verkehr@37@0
DEHE049@Kassel-Fünffenster-Str.@städtisches Gebiet@Verkehr@51@0
DEHE013@Kassel-Mitte@städtisches Gebiet@Hintergrund@23@0
DEHE060@Kellerwald@ländlich regional@Hintergrund@7,5@0
DEHE052@Kleiner Feldberg@ländliches Gebiet@Hintergrund@7,8@0
DEHE044@Limburg@städtisches Gebiet@Hintergrund@28@0
DEHE098@Limburg Diezer Str. 49@städtisches Gebiet@Verkehr@46@---
DEHE101@Limburg Frankfurter Str. 52@städtisches Gebiet@Verkehr@59@---
DEHE099@Limburg Schiede 28-30@städtisches Gebiet@Verkehr@66@---
DEHE100@Limburg Schiede 37-41@städtisches Gebiet@Verkehr@51@---
DEHE042@Linden/Leihgestern@ländliches Gebiet@Hintergrund@19@0
DEHE030@Marburg@städtisches Gebiet@Hintergrund@25@0
DEHE062@Marburg-Univers.Straße@städtisches Gebiet@Verkehr@46@0
DEHE045@Michelstadt@städtisches Gebiet@Hintergrund@17@0
DEHE103@Offenbach Bieberer Str. 86@städtisches Gebiet@Verkehr@47@---
DEHE104@Offenbach Mainstr. 133@städtisches Gebiet@Verkehr@55@---
DEHE102@Offenbach Untere Grenzstr. 61@städtisches Gebiet@Verkehr@51@---
DEHE018@Raunheim@städtisches Gebiet@Hintergrund@32@0
DEHE094@Reinheim@städtisches Gebiet@Verkehr@41@0
DEHE043@Riedstadt@ländlich stadtnah@Hintergrund@21@0
DEHE111@Rüsselsheim Rugby-Ring@städtisches Gebiet@Hintergrund@45@---
DEHE026@Spessart@ländlich regional@Hintergrund@8,4@0
DEHE051@Wasserkuppe@ländliches Gebiet@Hintergrund@5,7@0
DEHE020@Wetzlar@städtisches Gebiet@Verkehr@33@0
DEHE105@Wetzlar Linsenbergstr.@städtisches Gebiet@Verkehr@29@---
DEHE037@Wiesbaden-Ringkirche@städtisches Gebiet@Verkehr@58@3
DEHE022@Wiesbaden-Süd@städtisches Gebiet@Hintergrund@32@0
DEHE024@Witzenhausen/Wald@ländliches Gebiet@Hintergrund@7,5@0
@Mecklenburg-Vorpommern@@@@
DEMV017@Göhlen@ländliches Gebiet@Hintergrund@8,7@0
DEMV004@Gülzow@ländliches Gebiet@Hintergrund@8,5@0
DEMV019@Güstrow@städtisches Gebiet@Hintergrund@10@0
DEMV024@Leizen@ländliches Gebiet@Hintergrund@7,7@0
DEMV012@Löcknitz@ländliches Gebiet@Hintergrund@6,3@0
DEMV003@Neubrandenburg@städtisches Gebiet@Verkehr@23@0
DEMV020@Rostock Am Strande@städtisches Gebiet@Verkehr@44@0
DEMV022@Rostock-Holbeinplatz@städtisches Gebiet@Verkehr@32@0
DEMV007@Rostock-Stuthof@vorstädtisches Gebiet@Hintergrund@14@0
DEMV021@Rostock-Warnemünde@städtisches Gebiet@Hintergrund@14@0
DEMV023@Schwerin-Obotritenring@städtisches Gebiet@Verkehr@21@0
@Niedersachsen@@@@
DENI052@Allertal@vorstädtisches Gebiet@Hintergrund@13@0
DENI063@Altes Land@ländliches Gebiet@Hintergrund@13@0
DENI071@Barbis-Verkehr@vorstädtisches Gebiet@Verkehr@41@0
DENI011@Braunschweig@vorstädtisches Gebiet@Hintergrund@13@0
DENI075@Braunschweig-Verkehr@städtisches Gebiet@Verkehr@50@6
DENI072@Burgdorf-Verkehr@vorstädtisches Gebiet@Verkehr@25@0
DENI028@Eichsfeld@vorstädtisches Gebiet@Hintergrund@12@0
DENI059@Elbmündung@ländliches Gebiet@Hintergrund@12@0
DENI043@Emsland@vorstädtisches Gebiet@Hintergrund@16@0
DENI042@Göttingen@vorstädtisches Gebiet@Hintergrund@16@0
DENI068@Göttingen-Verkehr@städtisches Gebiet@Verkehr@39@0
DENI054@Hannover@städtisches Gebiet@Hintergrund@19@0
DENI048@Hannover Verkehr@städtisches Gebiet@Verkehr@43@0
DENI031@Jadebusen@ländliches Gebiet@Hintergrund@11@0
DENI062@Lüneburger Heide@vorstädtisches Gebiet@Hintergrund@16@0
DENI016@Oker/Harlingerode@vorstädtisches Gebiet@Hintergrund@11@0
DENI076@Oldenburg Verkehr@städtisches Gebiet@Verkehr@38@0
DENI038@Osnabrück@städtisches Gebiet@Hintergrund@19@0
DENI067@Osnabrück-Verkehr@städtisches Gebiet@Verkehr@49@0
DENI058@Ostfries. Inseln@ländliches Gebiet@Hintergrund@11@0
DENI029@Ostfriesland@vorstädtisches Gebiet@Hintergrund@16@0
DENI070@Salzgitter-Drütte@ländliches Gebiet@Industrie@17@0
DENI077@Solling-Süd@ländliches Gebiet@Hintergrund@8,7@0
DENI053@Südoldenburg@vorstädtisches Gebiet@Industrie@12@0
DENI060@Wendland@ländliches Gebiet@Hintergrund@11@0
DENI041@Weserbergland@vorstädtisches Gebiet@Hintergrund@14@0
DENI020@Wolfsburg@vorstädtisches Gebiet@Hintergrund@19@0
DENI051@Wurmberg@ländliches Gebiet@Hintergrund@5,4@0
@Nordrhein-Westfalen@@@@
DENW178@Aachen Adalbertsteinweg@städtisches Gebiet@Verkehr@50@---
DENW207@Aachen Wilhelmstraße@städtisches Gebiet@Verkehr@51@1
DENW094@Aachen-Burtscheid@städtisches Gebiet@Hintergrund@16@0
DENW228@Bielefeld Stapenhorststraße 42@städtisches Gebiet@Verkehr@44@---
DENW186@Bielefeld Stapenhorststraße 59@städtisches Gebiet@Verkehr@39@0
DENW067@Bielefeld-Ost@städtisches Gebiet@Hintergrund@25@0
DENW298@Bochum Feuerbachstraße@städtisches Gebiet@Verkehr@29@---
DENW204@Bochum Herner Straße@städtisches Gebiet@Verkehr@48@2
DENW230@Bönen Bönener Straße@städtisches Gebiet@Verkehr@40@---
DENW176@Bonn Bornheimer Straße 35a@städtisches Gebiet@Verkehr@46@---
DENW175@Bonn Reuterstraße 24@städtisches Gebiet@Verkehr@57@---
DENW062@Bonn-Auerberg@vorstädtisches Gebiet@Hintergrund@25@0
DENW081@Borken-Gemen@ländlich stadtnah@Hintergrund@20@0
DENW201@Bottrop Peterstraße@städtisches Gebiet@Verkehr@42@0
DENW021@Bottrop-Welheim@städtisches Gebiet@Industrie@29@0
DENW002@Datteln-Hagem@vorstädtisches Gebiet@Hintergrund@21@0
DENW262@Dinslaken Hans-Böckler-Straße 9@städtisches Gebiet@Verkehr@40@---
DENW275@Dinslaken Hünxer Straße@städtisches Gebiet@Verkehr@46@---
DENW293@Dinslaken Wilhelm-Lantermann-Straße 33@städtisches Gebiet@Verkehr@40@---
DENW185@Dortmund B1 Rheinlanddamm@städtisches Gebiet@Verkehr@52@---
DENW184@Dortmund B1 Westfalendamm@städtisches Gebiet@Verkehr@47@---
DENW136@Dortmund Brackeler Straße@städtisches Gebiet@Verkehr@60@6
DENW101@Dortmund Steinstraße@städtisches Gebiet@Verkehr@46@1
DENW008@Dortmund-Eving@städtisches Gebiet@Hintergrund@30@0
DENW253@Duisburg Friedrich-Ebert-Straße 30@städtisches Gebiet@Verkehr@41@---
DENW112@Duisburg Kardinal-Galen-Straße@städtisches Gebiet@Verkehr@41@1
DENW034@Duisburg-Walsum@städtisches Gebiet@Industrie@28@0
DENW266@Düren Euskirchener Straße@städtisches Gebiet@Verkehr@67@---
DENW258@Düren Schoeller Straße@städtisches Gebiet@Verkehr@50@---
DENW082@Düsseldorf Corneliusstraße@städtisches Gebiet@Verkehr@64@2
DENW216@Düsseldorf-Bilk@städtisches Gebiet@Verkehr@62@---
DENW071@Düsseldorf-Lörick@vorstädtisches Gebiet@Hintergrund@28@0
DENW294@Emmerich-Elten Schmidtstraße 3@städtisches Gebiet@Verkehr@41@---
DENW210@Erwitte Soester Straße 9A@städtisches Gebiet@Verkehr@43@---
DENW287@Eschweiler Indestraße@städtisches Gebiet@Verkehr@48@---
DENW161@Essen Alfredstraße 9/11@städtisches Gebiet@Verkehr@56@---
DENW162@Essen Brückstraße@städtisches Gebiet@Verkehr@46@---
DENW134@Essen Gladbecker Straße@städtisches Gebiet@Verkehr@50@0
DENW276@Essen Hafenstraße@städtisches Gebiet@Verkehr@42@---
DENW171@Essen Hombrucher Straße 21/23@städtisches Gebiet@Verkehr@60@---
DENW169@Essen In der Baumschule@städtisches Gebiet@Hintergrund@33@---
DENW215@Essen-Frohnhausen@städtisches Gebiet@Verkehr@57@---
DENW043@Essen-Ost Steeler Straße@städtisches Gebiet@Verkehr@42@0
DENW247@Essen-Schuir (LANUV)@vorstädtisches Gebiet@Hintergrund@35@0
DENW024@Essen-Vogelheim@städtisches Gebiet@Hintergrund@31@0
DENW208@Gelsenkirchen Kurt-Schumacher-Straße@städtisches Gebiet@Verkehr@57@0
DENW022@Gelsenkirchen-Bismarck@vorstädtisches Gebiet@Hintergrund@27@0
DENW280@Gevelsberg Hagener Straße 12@städtisches Gebiet@Verkehr@39@---
DENW299@Gladbeck Grabenstraße 42@ländliches Gebiet@Verkehr@50@---
DENW180@Grevenbroich-Gustorf@vorstädtisches Gebiet@Industrie@22@0
DENW255@Hagen Enneper Straße@städtisches Gebiet@Verkehr@43@---
DENW133@Hagen Graf-von-Galen-Ring@städtisches Gebiet@Verkehr@61@1
DENW281@Hagen Märkischer Ring 85@städtisches Gebiet@Verkehr@59@---
DENW137@Hagen Wehringhauser Straße@städtisches Gebiet@Verkehr@51@---
DENW222@Halle (Westfalen) Lange Straße@städtisches Gebiet@Verkehr@54@---
DENW195@Hamm Münsterstraße@städtisches Gebiet@Verkehr@44@---
DENW029@Hattingen-Blankenstein@vorstädtisches Gebiet@Hintergrund@21@0
DENW203@Herne Recklinghauser Straße@städtisches Gebiet@Verkehr@50@0
DENW058@Hürth@vorstädtisches Gebiet@Industrie@24@0
DENW267@Hürth Luxemburger Straße 344@städtisches Gebiet@Verkehr@52@---
DENW295@Iserlohn Hohler Weg 31@städtisches Gebiet@Verkehr@35@---
DENW231@Kamen Bahnhofstraße@städtisches Gebiet@Verkehr@46@---
DENW211@Köln Clevischer Ring 3@städtisches Gebiet@Verkehr@68@1
DENW164@Köln Hohenstaufenring 57A@städtisches Gebiet@Verkehr@56@---
DENW148@Köln Justinianstraße@städtisches Gebiet@Verkehr@56@---
DENW151@Köln Neumarkt@städtisches Gebiet@Verkehr@60@---
DENW153@Köln Tunisstraße@städtisches Gebiet@Verkehr@48@---
DENW212@Köln Turiner Straße@städtisches Gebiet@Verkehr@51@2
DENW198@Köln-Altstadt-Nord@städtisches Gebiet@Hintergrund@34@---
DENW053@Köln-Chorweiler@vorstädtisches Gebiet@Hintergrund@29@0
DENW250@Köln-Junkersdorf Jungbluthbrücke@städtisches Gebiet@Verkehr@41@---
DENW249@Köln-Junkersdorf Statthalterhofweg 70@städtisches Gebiet@Verkehr@44@---
DENW297@Köln-Meschenich Brühler Landstraße@vorstädtisches Gebiet@Verkehr@49@---
DENW059@Köln-Rodenkirchen@vorstädtisches Gebiet@Hintergrund@32@0
DENW219@Köln-Weiden@städtisches Gebiet@Verkehr@61@---
DENW288@Köln-Weiden An der alten Post@städtisches Gebiet@Verkehr@45@---
DENW116@Krefeld (Hafen)@vorstädtisches Gebiet@Industrie@35@0
DENW251@Krefeld Kölner Straße 209@städtisches Gebiet@Verkehr@44@---
DENW252@Krefeld Oranierring@städtisches Gebiet@Verkehr@43@---
DENW232@Langenfeld Schneiderstraße@städtisches Gebiet@Verkehr@51@---
DENW079@Leverkusen-Manfort@vorstädtisches Gebiet@Hintergrund@29@0
DENW006@Lünen-Niederaden@vorstädtisches Gebiet@Hintergrund@29@0
DENW291@Mettmann Breite Straße 10@städtisches Gebiet@Verkehr@45@---
